,target,text
1338362,1,@Shereemcfly09 hehe i sure did niice strawberry ones  You upto much hun? LoveYouJonesy Xx
1471515,1,Haha Brodie has tummy time with his kitty Sasquatch  http://twitpic.com/6txo7
1399363,1,"flowers for grandpa, then fair with ava  i'm feeling this really great vibe today. summer."
1136356,1,Plymouth date  with david 
1229624,1,@skankyfish I've had 3 MAJOR career changes so far. Started off in science 2 (PhD/postdoc). May even end up in fitness. Go for it 
880682,1,Good night all 
1252313,1,It's pouring down rain!  I'm so glad I waited to water today! 
976810,1,I'm completely new to this. Day's been good for Monday Jen although feeling tired from a busy party weekend 
862623,1,@loulougoddess good morning  well that sounds like fun. Have a great day.
1103267,1,@3BoysMommy oh my...I couldn't imagine high school these days... And think how trendy it will be by the time your little ones get there 
1287883,1,"@JamSardar Ha! That's funny Jam, but remember, &quot;The world is run by those who show up.&quot;  "
1350351,1,@Davidxo I wanna be there lol!!! 
861694,1,welcome to my 3rd cutest follower @cassidylarson .She just followed me after my tweet on the porn site. Coincidence? I'll let you decide 
1424118,1,"@philipwang aww allen's in LA? tell him i said HELLO, please! "
862614,1,Wasn't tweeting much today bc I was enjoying quality time with my other family  what a beautiful day.  Thank God.
1089527,1,@TheRealMrSpazZ most def check it out! And if I'm still there check out @wokcano on 3rd and orlando nxt to beverly cnt! Ask for drea 
960497,1,@ilovecyrus oh ok and i wanted to  cause your awesome 
1297745,1,welcome our new solis @feliciasw I think you really have the talent. I adore you. 
1478056,1,Yes beautiful weekend seen the misses and now imma get into michei...f on the court that is 
1055660,1,"Uh oh, I'm thinking I need to rent a karaoke machine for Tuesday evening.  Anyone got suggestions? "
1059226,1,counting my blessings 
1493850,1,@tfreestone did you enjoy your dinner tonight freestone?? I really enjoyed mine 
1403940,1,@umasswmr I hope there good mood holds until next week 
996832,1,"Well, Tweeties, I am off to go do stuff! Hope everyone has a great day! "
857817,1,@paulcarless Are you in Solihull for long? If tomorrow you're in brum got a plan for your night there 
901513,1,@Moni7D well then take your sexy ass to sleep then foo.  how as your weekend mami?
963644,1,2 more shifts and i can finally leave me 2nd job. cannot wait 
862517,1,sad its another boring day geez 
1477072,1,Made it to Fannett safe and sound.....think I'm gonna take a nap! 
1096992,1,@RedAntiques Thanks  Lol
851645,1,@JessiO Congrats Jessi! They are lucky to have you 
886605,1,@NGB2279 I am neither 
1146492,1,almost going toold navy! huge sale!! 
1406788,1,Is loving his 72 cans of kopparberg for download  THANKYOU IKEA!!!!
1345631,1,@tiqus ATIQAH! I miss you guys so much! Are we watching the Hannah Montana movie together? 
895988,1,Life is good. 
841119,1,@_jl hey dudette...check this out...you may enjoy it  http://tinyurl.com/9rxgbh
1584396,1,Although leaving NIST sucks I have a lot to look forward to  in my new school. Hey that rhymes haha.. well kinda
1328090,1,"12 June Penshurst RSL! Come on, you know you wanna come have awesome fun with us  $10, 7pm! Don't be late! =D"
1205755,1,www.cherylkrugel.com is now mine!! 
1052943,1,&quot;@betsyboyerjones&quot;write me back please 
1392655,1,@hillaryxcore i was feeling homesick... but its alright.  it happens.  and my boys were there for me.    hope hawaii is fun!!
808777,1,@Qwant Awesome! 
1303304,1,@ClodaghMartha I'm shattered  I'm in bed uncharacteristically early
809276,1,Oh god sweet nicotine and tar i crave you both so bad today what is wrong with me lol hahaha  XX
1334775,1,"@LinzWhit that sounds like me, literally, every morning. (except minus redbull and plus coffeeeeeee) "
1219167,1,Ahhh my life is sooo stressful ........of to mcdonalds 
1062906,1,I think someone hacked my Twitter account! Glad to know I'm that big of a deal  no new Tattoos as far as I know...
1012668,1,"@SolitaryDancer Thanks for the compliment!  Makes today even better. Have yourself a very fine day, too!"
1246415,1,"Lovely evening here in sunny Edinburgh!  Bee-yoo-tiful, to sum it up in one word!  Business meeting tomorrow - eek nervous but happy!  "
1410876,1,Eating lunch at larry's with kirsten. 
1529607,1,@nikobatallones Your welcome 
936487,1,Find it funny that my seat number for exams in coleraine was 153 and bob's was 153 in jordanstown 
905317,1,is currently watching supernatural whilst waiting for skins to come on 
1034714,1,@KELLY__ROWLAND Hey Kelly... Goodnight!! I Love Ur Song &quot;Work&quot; it's so fresh &amp; hot!! And I love ur music! That's great! Goodnite Kelly! 
1560025,1,@brian_mercurio READ YOUR IM'S ON JTV! 
1371996,1,Watching lightning storms &amp; blowing bubbles off the balcony 
1461771,1,@technotetris yea I was sitting on our T.V 
858170,1,"@krystinlow haha so cute! thankyoub1  i will burn you a cd of jay chou songs so you can learn+lift his lines to convey much, vvv useful!"
1360696,1,@blackflipflops yes I am number one! Woohoo to bad I'm not even old enough to go watch! 
1003952,1,@iAMAliceCullen_ Good on you.  see what I mean  I dont think he's happy with me.
808568,1,good day! ou bom dia twitter�s 
1505159,1,@toribateman: agreed! Hahaha zac and i just got done watching it 
1265986,1,"@kaos527 Thanks, Phil! I just might have popcorn (w/ a few dashes of garlic powder... yes, it's good!) @AngusGibson Thanks, Angus! "
1420870,1,Making Lasagna and Garlic Bread  then Back to the Grind.
1043685,1,"@JoeSentance Hope all is a rocking and a rolling in Joe-Ville this wonderful, sunny moaning - Population: You!! "
849033,1,"@BrentO hey, as long as Oracle don't screw up Sun's hardware, I'm not hugely fussed "
1303530,1,Deleting twitter.  sorry.
815557,1,"Hoping to be productive today, but S is working this afternoon ... Mommy &amp; P time "
1472693,1,"@_raebabyy well Rae, his name is Toussaint lol and we talked for 4 hours last night lol hes cool and he called me interesting i'll see "
936921,1,????????... ? ??? ????? ?????? ?? ? ?? Before The Dawn http://www.beforethedawn.com/ 
811633,1,@moryan ? For fedak!! Will jefster release an album and will it be original or obscure covers? 
1074916,1,??�???????????????????????????????????????????????? / Today I will be offline till night maybe 
963533,1,"@cara19 I'm actually working on a LOT of things, some I'm keeping under wraps until next month  I create my own motivation, in a loud way."
952181,1,@krmurray1908 Hi babe. I broke it down on facebook. Basically I got away. *whew* 
1245793,1,@lovelindaxo the only thing that would have made my day more complete would have been if i would have run into syler...  how was kennywood
1359771,1,Getting ready 
1343382,1,"@shoelover79 Also, thanks for the ff "
1301378,1,"I'll be on Davey D and Blogtalk Radio tomorrow morning, repping the importance of media work among progressive orgs! details soon  #afn"
1248403,1,will be making a delicious lemon cake tonight for the love of my life cuz he's speshl 
1015062,1,@EmilWilbekin Aww hell no!! Remember baby Biggie and 112 lol. Great video 
907626,1,Hey Tweeps...good morning. Wussup America...Talk to me tell wut's on ur mind.. 
1284162,1,YAY! I'm going to be home sooon!! 
1421048,1,walking up to meet Lewie an hes on his bike :o cheek lol am defo robbin his bike wen i get to him! He can walk an ill ride the bike 
1531032,1,@candice202 Hey Candice....and you have a great Monday as well 
1241886,1,@hownottowrite I still like to play a little TextTwist on occasion. 
1531010,1,@ALL09 no gloating intended; just excited about the 2 wins on the board for the #WhiteSox.  aren't the #Brewers in 1st place?
1139948,1,@Shocolaty oi shoco 
1311929,1,@Break_com haha thanks for the promo 
832815,1,@jwmont Thanks. I just checked on him and I think he was actually a bit cuter than I remembered. 
941971,1,@mciarlo oh it should be 
1045076,1,listening to digital love by daft punk. i want you to listen to it too. 
1025706,1,@AliBee16 Hey you didn't do to bad on my quiz 
831630,1,"Good Afternoon Twitterettes, just had tweet from the wonderful @Wossy and I'm now up to 49 followers so over all a jolly good show "
1439180,1,@jafane5  you can have a  VCG baby 
920514,1,just got home. im very happy.  http://plurk.com/p/swbwr
1147253,1,welcome me twitter.. welcome me new life .. 
1571823,1,@tweetypie08 The recording went well. It was just a few fixes to some audio. 
1139912,1,@MarcellaBr S� no twitter hein !! 
919482,1,"@Brandesme No this is not redirects, this is just updating posts on our website massage.dk .. next item =&gt; publish, next item =&gt; pulish "
904197,1,@xoCAZZA good stuff!  I'm great thanks! x
1023833,1,@KrisAllenmusic i am sooo happy for you...i am really glad u won...u r so humble and a really nice guy...it would be AWSOME 2 meet u 
1589971,1,Was just thinking that I don't twitter nearly enough....I have nothing to say but here is an update 
1473016,1,@willgt09 Huh. I've never seen that before. I'll go look for some pictures of it. 
1053378,1,needs a day in bed curled up with someone special 
1571521,1,"@Rachel_Way  So, what's up? How are you?"
1347528,1,@johncpiercy  Love it baby!!!! Thanks so much from me and @JCHutchins  Very Ninja!
828112,1,@jkanarek I didnt realize we were being that cute! 
868326,1,@Jintanut After 25 yeas in Queensland I relocated here so it's especially challenging LOL  Loving the snow though. Great atmosphere.
1415156,1,"@KarriannGraf Yikes!! Mucho thanks for the headsup, Karriann! I'm a stickler for getting peeps' names right too! See you Mon!! "
1207021,1,NEW MOON TRAILER!!!!! WHAT?! That was sooooo HOTT 
1166271,1,The staat was a nice start of the 2nd day. Now chilling with milow in the background  #pp09
1553093,1,fingers hurt from voting lol  There must be a software out there that could do that for me  
1075279,1,Its so good to watch the Jonas 3D movie without any screaming. 
1563341,1,"Watching my beloved, wonderful Kathy Griffin, my life on the D list "
1597054,1,Just woke up 
1456673,1,addicted to &quot;Butterfly&quot; 
1578369,1,"@shnkina Hi, nice to know u. U love SuJu too??? ^^ "
1056674,1,@caro what if it came in COLOR? 
1297009,1,Ooooh. Bob has ordered a Cotic Soul to replace her Yeti DJ. Nice. The garage will more steel in soon 
1495509,1,@KellyeCrane @onepinktee haha hug your neck? I've never heard of that but whatever floats your boat 
1057206,1,@mileycyrus i did girl  dont be nervous! just smile and be beauuuutiful!
845521,1,Starting new week - after weekened in Paris - another cool roadtrip 
1571731,1,"Heading home now, what a great night  http://twitpic.com/7iykt"
1559228,1,ahh Greek!! def not what I was expecting but still good 
1176189,1,I'm watching Serenity again so I can glean inspiration for my Human Geography paper.  #Firefly
1027924,1,@Pink See you tonight...  We'll be an even better looking audience for ya!    Love ya
830909,1, #ASOT400
1383504,1,mum i want my soup 
1182841,1,"Helping support WORLD HUNGER RELIEF http://tinyurl.com/otrdah Joining the Cause, See how you can help http://bit.ly/co2ZK (Please ReTweet "
1339080,1,@BuddingGenius good one lol straight in there girl  btw who the fuck is @Jason_Manford ??? Never hear of him/her....
1554449,1,Gonna stare at Ryan Reynolds for the next hour or so on the big screen. Woo hoo! (I think Suchita is drooling) 
804538,1,@Boddingtons see ya Anastasia!! have a marvellous day 
1233613,1,@MoonApe Most Welcome! Tod Kapke process for the bicycling mag illust..amazing! One always wonders...looking forward to his book 
1263894,1,@callmeShane thank you  &lt;3
1008375,1,Fixing my Friendster Account. 
1478423,1,Red Sox game! Beautiful day 
1517220,1,hello everyone   i just woke up and 	 I think this will be a good day 
1281435,1,Oh my!! Heated debate... LOL all love!! 
1315934,1,"we got solar panels installed on our house roof today. feels much greener  but poor workers, it must've been really hot. thank you!!"
952235,1,@Ixoxotine lol i know! went to sleep at 6 am 
1589854,1,putting new picture of me on computer  
935153,1,@callankennedy yes and I just cast my vote yesterday 
1187484,1,Summer's here and i'm spreading the summer love  @SofiaMiller @TweetNirvana @enjoymotherhood @ProperNERD @MariCampbell @SandsOfAfrica
1244933,1,im officially at the airport ready to leave new mexico. im coming hoomee 
1550299,1,"@hilaribombs when my mom goes grocery shopping she buys me some, she loves me. "
